Ticker,Name,Sector,Current_Price,Marcap,Revenue,Operating_Income,ROE,PER,PBR,Excess_Return_3M,Risk_Flags
002990,금호건설,건물 건설업,17310,421037706200,4534.0,121.2,4.64,5.73,1.72,1.9079,CB/BW 및 유상증자 이력
001540,안국약품,의약품 제조업,10940,152987586600,989.0,160.2,7.26,9.41,0.78,0.045,정상
222040,코스맥스엔비티,기타 식품 제조업,7930,161517240000,933.0,102.7,15.02,-21.38,2.64,0.6549,정상
041830,인바디,의료용 기기 제조업,55500,661911306200,684.4,130.2,4.93,16.56,1.99,0.5411,정상
005430,한국공항,기타 운송관련 서비스업,79400,258691203500,1780.0,196.9,3.81,5.75,0.6,0.0296,FCF 적자
219130,타이거일렉,전자부품 제조업,67600,464100315000,268.0,35.0,12.73,63.42,7.58,0.5928,DART 데이터 미비
019210,와이지-원,기타 금속 가공제품 제조업,22200,743874560000,2078.0,388.4,5.52,15.87,1.61,0.367,"FCF 적자, CB/BW 및 유상증자 이력"
131290,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",224000,2649212245500,1506.7,419.9,7.74,36.77,6.22,0.5675,"영업이익은 흑자이지만 영업활동현금흐름 적자, FCF 적자, CB/BW 및 유상증자 이력"
069960,현대백화점,종합 소매업,167600,3010461715200,9500.6,987.8,1.03,15.19,0.65,0.7441,FCF 적자
004170,신세계,종합 소매업,606000,5138178464000,18471.4,1978.2,2.14,68.5,1.02,0.4495,정상
